grid,position,points,laps,fastestLapTime,fastestLapSpeed,statusId
17,17,0.0,55,1:43.058,192.578,11
19,18,0.0,55,1:43.419,191.906,11
18,19,0.0,55,1:43.933,190.957,11
22,20,0.0,55,1:43.968,190.893,11
21,21,0.0,54,1:43.775,191.248,12
16,\N,0.0,0,\N,\N,3
1,1,25.0,71,1:15.624,205.125,1
4,2,18.0,71,1:15.436,205.636,1
3,3,15.0,71,1:15.496,205.473,1
14,4,12.0,71,1:16.450,202.909,1
2,5,10.0,71,1:16.442,202.930,1
19,6,8.0,71,1:16.246,203.451,1
9,7,6.0,71,1:16.470,202.856,1
10,8,4.0,71,1:16.802,201.979,1
5,9,2.0,71,1:16.692,202.268,1
7,10,1.0,70,1:16.974,201.527,11
12,11,0.0,70,1:16.855,201.839,11
17,12,0.0,70,1:16.528,202.702,11
15,13,0.0,70,1:16.049,203.979,11
11,14,0.0,70,1:17.249,200.810,11
8,15,0.0,70,1:16.790,202.010,11
16,16,0.0,70,1:17.554,200.020,11
21,17,0.0,69,1:17.717,199.601,12
20,18,0.0,69,1:17.590,199.927,12
22,19,0.0,69,1:17.281,200.727,12
18,\N,0.0,58,1:18.434,197.776,26
13,\N,0.0,45,1:16.840,201.879,3
6,\N,0.0,2,1:20.898,191.752,5
3,1,25.0,57,1:32.478,206.436,1
4,2,18.0,57,1:33.066,205.131,1
10,3,15.0,57,1:32.917,205.460,1
5,4,12.0,57,1:33.186,204.867,1
15,5,10.0,57,1:32.616,206.128,1
7,6,8.0,57,1:32.568,206.235,1
11,7,6.0,57,1:33.210,204.814,1
6,8,4.0,57,1:33.691,203.763,1
8,9,2.0,57,1:33.864,203.387,1
16,10,1.0,57,1:32.634,206.088,1
13,11,0.0,56,1:33.366,204.472,11
20,12,0.0,56,1:34.564,201.882,11
17,13,0.0,55,1:34.202,202.658,12
18,\N,0.0,49,1:35.635,199.621,18
22,\N,0.0,43,1:35.281,200.363,132
21,\N,0.0,29,1:34.766,201.451,132
19,\N,0.0,27,1:37.332,196.141,51
12,\N,0.0,3,1:37.064,196.682,5
1,\N,0.0,2,1:49.947,173.636,5
9,\N,0.0,0,1:40.287,190.361,4
14,\N,0.0,0,\N,\N,4
2,\N,0.0,57,\N,\N,2
1,1,25.0,56,1:43.066,193.611,1
3,2,18.0,56,1:43.960,191.946,1
2,3,15.0,56,1:44.289,191.341,1
4,4,12.0,56,1:44.165,191.569,1
7,5,10.0,56,1:45.982,188.284,1
10,6,8.0,56,1:46.039,188.183,1
13,7,6.0,56,1:44.897,190.232,1
18,8,4.0,56,1:45.475,189.189,1
8,9,2.0,55,1:45.373,189.372,11
11,10,1.0,55,1:46.695,187.026,11
15,11,0.0,55,1:46.224,187.855,11
6,12,0.0,55,1:45.129,189.812,11
20,13,0.0,55,1:47.753,185.190,11
22,14,0.0,54,1:47.500,185.626,12
21,15,0.0,54,1:48.249,184.341,12
5,\N,0.0,49,1:44.675,190.635,39
12,\N,0.0,35,1:47.782,185.140,6
17,\N,0.0,32,1:48.040,184.698,10
9,\N,0.0,18,1:48.527,183.869,131
19,\N,0.0,8,1:51.473,179.010,23
16,\N,0.0,7,1:50.929,179.888,5
14,\N,0.0,0,\N,\N,54
2,1,25.0,57,1:37.108,200.634,1
1,2,18.0,57,1:37.020,200.816,1
4,3,15.0,57,1:39.320,196.165,1
13,4,12.0,57,1:39.269,196.266,1
11,5,10.0,57,1:38.785,197.228,1
10,6,8.0,57,1:39.312,196.181,1
7,7,6.0,57,1:39.272,196.260,1
3,8,4.0,57,1:39.762,195.296,1
9,9,2.0,57,1:39.732,195.355,1
5,10,1.0,57,1:39.438,195.933,1
12,11,0.0,57,1:40.160,194.520,1
16,12,0.0,57,1:39.443,195.923,1
21,13,0.0,57,1:41.825,191.340,1
17,14,0.0,57,1:39.666,195.484,1
18,15,0.0,57,1:41.246,192.434,1
19,16,0.0,56,1:42.175,190.684,11
6,17,0.0,55,1:39.565,195.683,8
8,\N,0.0,40,1:40.108,194.621,8
15,\N,0.0,39,1:40.698,193.481,4
20,\N,0.0,33,1:41.134,192.647,31
14,\N,0.0,18,1:41.650,191.669,31
22,\N,0.0,17,1:41.791,191.403,4
1,1,25.0,54,1:41.196,193.916,1
4,2,18.0,54,1:40.402,195.450,1
5,3,15.0,54,1:42.081,192.235,1
2,4,12.0,54,1:41.473,193.387,1
3,5,10.0,54,1:42.169,192.070,1
8,6,8.0,54,1:42.624,191.218,1
7,7,6.0,54,1:42.660,191.151,1
11,8,4.0,54,1:42.300,191.824,1
16,9,2.0,54,1:42.228,191.959,1
13,10,1.0,53,1:43.337,189.899,11
12,11,0.0,53,1:43.375,189.829,11
9,12,0.0,53,1:42.896,190.712,11
15,13,0.0,53,1:42.701,191.075,11
22,14,0.0,53,1:43.067,190.396,11
6,15,0.0,53,1:42.379,191.676,11
17,16,0.0,53,1:42.257,191.904,11
19,17,0.0,53,1:44.825,187.203,11
18,18,0.0,53,1:43.323,189.924,11
21,19,0.0,52,1:42.875,190.751,12
20,20,0.0,52,1:43.620,189.380,12
10,\N,0.0,28,1:44.366,188.026,6
14,\N,0.0,5,1:58.376,165.773,5
1,1,25.0,66,1:29.483,187.275,1
2,2,18.0,66,1:29.236,187.794,1
3,3,15.0,66,1:30.012,186.175,1
15,4,12.0,66,1:28.918,188.465,1
4,5,10.0,66,1:30.424,185.326,1
7,6,8.0,66,1:29.898,186.411,1
6,7,6.0,65,1:30.580,185.007,11
5,8,4.0,65,1:31.068,184.016,11
11,9,2.0,65,1:30.756,184.648,11
10,10,1.0,65,1:31.411,183.325,11
8,11,0.0,65,1:30.563,185.042,11
14,12,0.0,65,1:30.318,185.544,11
9,13,0.0,65,1:30.468,185.236,11
12,14,0.0,65,1:30.269,185.645,11
22,15,0.0,65,1:31.235,183.679,11
13,16,0.0,65,1:30.666,184.832,11
16,17,0.0,65,1:31.473,183.201,11
18,18,0.0,64,1:31.784,182.580,12
17,19,0.0,64,1:31.767,182.614,12
19,20,0.0,64,1:33.350,179.517,12
20,\N,0.0,34,1:33.064,180.069,23
21,\N,0.0,24,1:31.781,182.586,43
1,1,25.0,78,1:19.425,151.388,1
2,2,18.0,78,1:19.361,151.510,1
3,3,15.0,78,1:19.252,151.718,1
5,4,12.0,78,1:19.727,150.814,1
11,5,10.0,77,1:20.767,148.872,11
12,6,8.0,77,1:21.047,148.358,11
16,7,6.0,77,1:20.314,149.712,11
14,8,4.0,77,1:20.979,148.482,11
21,9,2.0,77,1:21.254,147.980,11
8,10,1.0,77,1:20.657,149.075,11
22,11,0.0,77,1:20.911,148.607,11
6,12,0.0,77,1:18.479,153.212,11
20,13,0.0,75,1:22.425,145.878,12
19,14,0.0,75,1:20.579,149.220,13
17,\N,0.0,59,1:21.146,148.177,3
13,\N,0.0,55,1:21.105,148.252,5
7,\N,0.0,50,1:21.083,148.292,5
18,\N,0.0,23,1:21.761,147.062,3
9,\N,0.0,10,1:22.011,146.614,26
4,\N,0.0,5,1:59.505,100.615,101
10,\N,0.0,0,\N,\N,4
15,\N,0.0,0,\N,\N,54
6,1,25.0,70,1:18.640,199.638,1
1,2,18.0,70,1:18.881,199.028,1
3,3,15.0,70,1:19.171,198.299,1
9,4,12.0,70,1:18.759,199.337,1
11,5,10.0,70,1:18.936,198.890,1
7,6,8.0,70,1:18.614,199.704,1
4,7,6.0,70,1:19.321,197.924,1
8,8,4.0,70,1:19.399,197.730,1
12,9,2.0,70,1:18.819,199.185,1
10,10,1.0,70,1:18.529,199.921,1
13,11,0.0,69,1:19.491,197.501,4
5,12,0.0,69,1:18.504,199.984,4
16,13,0.0,69,1:20.226,195.692,11
22,14,0.0,64,1:20.112,195.970,132
14,\N,0.0,59,1:19.650,197.107,65
15,\N,0.0,47,1:19.978,196.298,79
2,\N,0.0,46,1:18.942,198.875,23
21,\N,0.0,23,1:23.130,188.856,22
17,\N,0.0,21,1:21.514,192.600,131
20,\N,0.0,7,1:51.041,141.385,101
18,\N,0.0,0,\N,\N,4
19,\N,0.0,0,\N,\N,4
3,1,25.0,71,1:12.598,214.518,1
9,2,18.0,71,1:12.217,215.650,1
2,3,15.0,71,1:12.581,214.568,1
1,4,12.0,71,1:12.586,214.553,1
4,5,10.0,71,1:12.595,214.527,1
15,6,8.0,71,1:12.142,215.874,1
6,7,6.0,71,1:12.746,214.081,1
5,8,4.0,71,1:13.060,213.161,1
10,9,2.0,71,1:13.156,212.882,1
8,10,1.0,71,1:12.884,213.676,1
11,11,0.0,71,1:12.858,213.752,1
13,12,0.0,70,1:13.187,212.791,11
16,13,0.0,70,1:13.709,211.284,11
22,14,0.0,70,1:13.953,210.587,11
18,15,0.0,69,1:14.476,209.108,12
19,16,0.0,69,1:15.274,206.892,12
21,17,0.0,69,1:14.847,208.072,12
20,18,0.0,69,1:14.672,208.560,12
17,19,0.0,69,1:14.036,210.351,12
14,\N,0.0,59,1:13.317,212.414,23
12,\N,0.0,34,1:14.254,209.734,10
7,\N,0.0,24,1:14.332,209.514,22
6,1,25.0,52,1:37.176,218.239,1
14,2,18.0,52,1:38.264,215.822,1
8,3,15.0,52,1:38.459,215.395,1
3,4,12.0,52,1:38.284,215.778,1
2,5,10.0,52,1:37.481,217.556,1
16,6,8.0,52,1:38.587,215.115,1
5,7,6.0,52,1:38.677,214.919,1
4,8,4.0,52,1:38.625,215.032,1
9,9,2.0,52,1:38.407,215.509,1
10,10,1.0,51,1:39.261,213.654,11
7,11,0.0,51,1:38.716,214.834,11
11,12,0.0,51,1:38.919,214.393,11
13,13,0.0,51,1:40.041,211.989,11
12,14,0.0,51,1:39.961,212.158,11
22,15,0.0,50,1:41.462,209.020,12
17,16,0.0,50,1:40.399,211.233,12
20,17,0.0,49,1:40.314,211.412,13
1,\N,0.0,28,1:38.091,216.203,6
21,\N,0.0,11,1:44.319,203.295,22
19,\N,0.0,9,1:42.566,206.770,4
15,\N,0.0,0,\N,\N,4
18,\N,0.0,0,\N,\N,4
1,1,25.0,67,1:21.298,202.543,1
2,2,18.0,67,1:21.494,202.056,1
20,3,15.0,67,1:19.908,206.066,1
6,4,12.0,67,1:21.545,201.930,1
7,5,10.0,67,1:20.548,204.429,1
5,6,8.0,67,1:20.846,203.676,1
9,7,6.0,67,1:22.098,200.570,1
11,8,4.0,67,1:21.346,202.424,1
4,9,2.0,66,1:20.224,205.255,11
10,10,1.0,66,1:20.752,203.913,11
12,11,0.0,66,1:21.338,202.444,11
18,12,0.0,66,1:22.305,200.065,11
13,13,0.0,66,1:21.876,201.113,11
16,14,0.0,66,1:22.008,200.790,11
17,15,0.0,66,1:22.522,199.539,11
19,16,0.0,65,1:22.866,198.711,12
21,17,0.0,65,1:23.035,198.306,12
22,18,0.0,65,1:23.230,197.842,12
15,\N,0.0,47,1:22.529,199.522,23
8,\N,0.0,44,1:22.179,200.372,44
14,\N,0.0,26,1:24.137,195.709,47
3,\N,0.0,0,\N,\N,4
4,1,25.0,70,1:26.608,182.103,1
5,2,18.0,70,1:27.419,180.413,1
22,3,15.0,70,1:27.380,180.494,1
1,4,12.0,70,1:25.724,183.981,1
6,5,10.0,70,1:28.229,178.757,1
16,6,8.0,70,1:27.983,179.257,1
2,7,6.0,70,1:28.746,177.716,1
3,8,4.0,70,1:26.850,181.595,1
8,9,2.0,70,1:29.120,176.970,1
7,10,1.0,70,1:29.156,176.898,1
11,11,0.0,70,1:28.704,177.800,1
21,12,0.0,70,1:28.883,177.442,1
20,13,0.0,70,1:29.128,176.954,1
10,14,0.0,69,1:29.401,176.414,11
15,15,0.0,69,1:29.883,175.468,11
18,16,0.0,69,1:29.499,176.220,11
13,\N,0.0,33,1:30.485,174.300,31
17,\N,0.0,26,1:32.888,169.791,31
12,\N,0.0,23,1:30.280,174.696,3
9,\N,0.0,16,1:41.151,155.921,3
14,\N,0.0,11,1:46.312,148.352,3
19,\N,0.0,8,1:48.459,145.415,3
5,1,25.0,44,1:52.974,223.187,1
1,2,18.0,44,1:50.511,228.161,1
6,3,15.0,44,1:52.716,223.698,1
8,4,12.0,44,1:54.090,221.004,1
3,5,10.0,44,1:52.953,223.229,1
10,6,8.0,44,1:53.483,222.186,1
4,7,6.0,44,1:53.879,221.413,1
13,8,4.0,44,1:54.532,220.151,1
11,9,2.0,44,1:54.159,220.870,1
18,10,1.0,44,1:53.612,221.934,1
12,11,0.0,44,1:53.276,222.592,1
7,12,0.0,44,1:54.203,220.785,1
9,13,0.0,44,1:52.512,224.104,1
14,14,0.0,44,1:52.413,224.301,1
20,15,0.0,44,1:54.000,221.178,1
19,16,0.0,43,1:55.247,218.785,11
22,17,0.0,43,1:55.900,217.553,11
16,18,0.0,39,1:56.347,216.717,6
2,\N,0.0,38,1:53.707,221.748,31
15,\N,0.0,33,1:55.649,218.025,31
17,\N,0.0,1,\N,\N,26
21,\N,0.0,1,\N,\N,131
1,1,25.0,53,1:28.004,236.975,1
2,2,18.0,53,1:28.206,236.432,1
4,3,15.0,53,1:28.342,236.068,1
3,4,12.0,53,1:28.559,235.490,1
9,5,10.0,53,1:28.588,235.413,1
8,6,8.0,53,1:29.141,233.952,1
10,7,6.0,53,1:29.107,234.042,1
6,8,4.0,53,1:29.245,233.680,1
11,9,2.0,53,1:28.942,234.476,1
5,10,1.0,53,1:29.283,233.580,1
21,11,0.0,53,1:28.486,235.684,1
13,12,0.0,53,1:29.366,233.363,1
12,13,0.0,53,1:29.121,234.005,1
16,14,0.0,52,1:29.856,232.091,11
14,15,0.0,52,1:29.375,233.340,11
17,16,0.0,52,1:30.083,231.506,11
18,17,0.0,52,1:30.758,229.784,11
19,18,0.0,52,1:30.521,230.386,11
15,19,0.0,51,1:29.449,233.147,12
22,20,0.0,51,1:30.280,231.001,12
7,\N,0.0,28,1:29.680,232.546,5
20,\N,0.0,5,1:32.569,225.289,3
1,1,25.0,60,1:50.417,165.137,1
4,2,18.0,60,1:52.519,162.052,1
3,3,15.0,60,1:52.569,161.980,1
5,4,12.0,60,1:52.115,162.636,1
6,5,10.0,60,1:53.283,160.959,1
12,6,8.0,60,1:51.937,162.895,1
15,7,6.0,60,1:52.007,162.793,1
7,8,4.0,60,1:52.872,161.545,1
13,9,2.0,60,1:52.762,161.703,1
9,10,1.0,60,1:51.639,163.330,1
8,11,0.0,60,1:52.515,162.058,1
18,12,0.0,60,1:53.213,161.059,1
16,13,0.0,60,1:53.543,160.591,1
10,14,0.0,60,1:51.761,163.151,1
22,15,0.0,60,1:55.416,157.985,1
19,16,0.0,60,1:53.538,160.598,1
21,17,0.0,59,1:53.807,160.218,11
11,\N,0.0,52,1:53.707,160.359,31
17,\N,0.0,40,1:53.948,160.020,34
14,\N,0.0,17,1:55.684,157.619,10
2,\N,0.0,13,1:56.769,156.154,10
20,\N,0.0,0,\N,\N,131
2,1,25.0,44,1:51.600,187.322,1
1,2,18.0,44,1:52.551,185.739,1
9,3,15.0,44,1:51.915,186.795,1
6,4,12.0,44,1:52.231,186.269,1
8,5,10.0,44,1:51.721,187.119,1
3,6,8.0,44,1:54.103,183.213,1
4,7,6.0,44,1:53.450,184.267,1
13,8,4.0,44,1:52.814,185.306,1
20,9,2.0,44,1:53.562,184.086,1
11,10,1.0,43,1:53.556,184.095,11
12,11,0.0,43,1:54.021,183.345,11
10,12,0.0,43,1:52.426,185.946,11
15,13,0.0,43,1:55.372,181.198,11
7,14,0.0,43,1:53.510,184.170,11
16,15,0.0,43,1:55.302,181.308,11
22,16,0.0,43,1:54.702,182.256,11
17,17,0.0,43,1:54.669,182.309,11
21,18,0.0,43,1:56.472,179.486,11
19,19,0.0,43,1:55.641,180.776,11
18,20,0.0,41,1:55.985,180.240,3
14,21,0.0,40,1:55.753,180.601,3
5,\N,0.0,2,\N,\N,40
1,1,25.0,53,1:41.606,207.200,1
2,2,18.0,53,1:41.360,207.703,1
3,3,15.0,53,1:40.896,208.658,1
4,4,12.0,53,1:41.964,206.472,1
11,5,10.0,53,1:43.076,204.245,1
7,6,8.0,53,1:42.179,206.038,1
6,7,6.0,53,1:43.050,204.296,1
10,8,4.0,53,1:42.630,205.133,1
8,9,2.0,53,1:42.919,204.556,1
12,10,1.0,53,1:42.924,204.547,1
18,11,0.0,53,1:42.879,204.636,1
17,12,0.0,53,1:42.685,205.023,1
9,13,0.0,53,1:42.550,205.293,1
5,14,0.0,52,1:42.022,206.355,11
13,15,0.0,52,1:44.075,202.284,11
14,16,0.0,52,1:43.822,202.777,11
15,17,0.0,52,1:44.461,201.537,11
21,18,0.0,52,1:44.030,202.372,11
16,19,0.0,51,1:43.979,202.471,12
19,\N,0.0,21,1:47.407,196.009,23
20,\N,0.0,9,1:48.268,194.450,22
2,1,25.0,56,1:41.929,194.712,1
1,2,18.0,56,1:41.932,194.706,1
5,3,15.0,56,1:42.831,193.004,1
4,4,12.0,56,1:42.971,192.741,1
3,5,10.0,56,1:42.505,193.617,1
6,6,8.0,56,1:41.474,195.585,1
18,7,6.0,56,1:41.379,195.768,1
7,8,4.0,56,1:44.287,190.309,1
14,10,1.0,56,1:44.180,190.504,1
10,9,2.0,56,1:43.808,191.187,1
16,11,0.0,55,1:44.440,190.030,11
12,12,0.0,55,1:44.255,190.367,11
8,13,0.0,55,1:42.888,192.897,11
15,14,0.0,55,1:43.006,192.676,11
17,15,0.0,55,1:41.689,195.171,11
13,\N,0.0,16,1:46.226,186.835,5
11,\N,0.0,1,\N,\N,130
9,\N,0.0,0,\N,\N,4
1,1,25.0,71,1:13.619,210.711,1
2,2,18.0,71,1:13.555,210.895,1
3,3,15.0,71,1:14.101,209.341,1
5,4,12.0,71,1:13.999,209.629,1
6,5,10.0,71,1:14.018,209.576,1
8,6,8.0,71,1:14.313,208.744,1
10,7,6.0,71,1:14.963,206.934,1
12,8,4.0,71,1:13.728,210.400,1
7,9,2.0,71,1:14.544,208.097,1
4,10,1.0,70,1:14.229,208.980,11
17,11,0.0,70,1:14.144,209.219,11
16,12,0.0,70,1:14.810,207.357,11
15,13,0.0,70,1:14.774,207.457,11
11,14,0.0,70,1:14.875,207.177,11
18,15,0.0,70,1:14.550,208.080,11
13,16,0.0,70,1:14.834,207.290,11
14,17,0.0,63,1:14.070,209.428,18
9,\N,0.0,39,1:15.387,205.770,22
2,1,50.0,55,1:45.599,189.342,1
4,2,36.0,55,1:44.826,190.738,1
3,3,30.0,55,1:45.727,189.113,1
20,4,24.0,55,1:44.496,191.341,1
6,5,20.0,55,1:46.739,187.320,1
12,6,16.0,55,1:45.777,189.024,1
11,7,12.0,55,1:45.808,188.968,1
19,8,8.0,55,1:45.552,189.427,1
8,9,4.0,55,1:47.424,186.126,1
7,10,2.0,55,1:47.736,185.586,1
9,11,0.0,55,1:46.824,187.171,1
10,12,0.0,55,1:45.686,189.186,1
18,13,0.0,54,1:47.897,185.310,11
1,14,0.0,54,1:46.869,187.092,11
14,15,0.0,54,1:47.698,185.652,11
13,16,0.0,54,1:47.508,185.980,11
17,17,0.0,54,1:48.398,184.453,11
16,\N,0.0,42,1:47.431,186.113,31
15,\N,0.0,26,1:48.933,183.547,131
5,\N,0.0,14,1:48.748,183.859,131
1,1,25.0,58,1:30.945,209.915,1
2,2,18.0,58,1:31.092,209.577,1
4,3,15.0,58,1:31.457,208.740,1
3,4,12.0,58,1:31.719,208.144,1
10,5,10.0,58,1:32.612,206.137,1
6,6,8.0,57,1:32.797,205.726,11
13,7,6.0,57,1:31.970,207.576,11
15,8,4.0,57,1:31.560,208.505,11
7,9,2.0,57,1:32.872,205.560,11
14,10,1.0,57,1:31.959,207.601,11
16,11,0.0,56,1:33.338,204.534,12
5,\N,0.0,40,1:31.426,208.811,36
11,\N,0.0,32,1:34.295,202.458,5
8,\N,0.0,0,\N,\N,75
9,\N,0.0,0,\N,\N,3
12,\N,0.0,0,\N,\N,54
17,\N,0.0,0,\N,\N,54
0,\N,0.0,0,\N,\N,54
2,1,25.0,56,1:43.648,193.501,1
1,2,18.0,56,1:43.125,193.501,1
3,3,15.0,56,1:42.062,195.516,1
11,4,12.0,56,1:44.124,191.644,1
8,5,10.0,56,1:44.088,191.710,1
7,6,8.0,56,1:43.990,191.891,1
6,7,6.0,56,1:44.579,190.810,1
15,8,4.0,55,1:45.507,189.132,11
5,9,2.0,55,1:44.514,190.929,11
4,10,1.0,55,1:45.312,189.482,11
10,11,0.0,55,1:44.812,190.386,11
16,12,0.0,55,1:43.902,192.054,11
14,13,0.0,55,1:45.345,189.423,11
13,14,0.0,55,1:44.822,190.368,11
19,15,0.0,53,1:49.040,183.004,13
12,\N,0.0,47,1:45.070,189.919,31
17,\N,0.0,41,1:46.056,188.153,101
18,\N,0.0,21,1:48.460,183.983,132
9,\N,0.0,3,1:48.760,183.475,20
0,\N,0.0,0,\N,\N,69
1,1,25.0,56,1:42.208,191.996,1
2,2,18.0,56,1:42.565,191.328,1
3,3,15.0,56,1:43.018,190.487,1
6,4,12.0,56,1:43.026,190.472,1
4,5,10.0,56,1:42.734,191.013,1
5,6,8.0,56,1:43.051,190.426,1
8,7,6.0,56,1:43.134,190.272,1
9,8,4.0,56,1:43.692,189.248,1
7,9,2.0,56,1:43.245,190.068,1
10,10,1.0,55,1:44.204,188.319,11
15,11,0.0,55,1:43.512,189.578,11
18,12,0.0,55,1:43.728,189.183,11
14,13,0.0,55,1:42.652,191.166,11
17,14,0.0,55,1:44.991,186.907,11
19,15,0.0,54,1:45.414,186.157,12
20,16,0.0,54,1:45.963,185.192,12
13,17,0.0,52,1:43.880,188.906,7
11,\N,0.0,49,1:43.686,189.259,23
12,\N,0.0,15,1:46.291,184.621,131
16,\N,0.0,9,1:45.844,185.401,6
1,1,25.0,57,1:37.857,199.098,1
4,2,18.0,57,1:36.311,202.294,1
3,3,15.0,57,1:37.326,200.184,1
5,4,12.0,57,1:38.095,198.615,1
2,5,10.0,57,1:36.624,201.639,1
7,6,8.0,57,1:38.948,196.903,1
10,7,6.0,57,1:39.161,196.480,1
11,8,4.0,56,1:38.338,198.124,11
17,9,2.0,56,1:38.725,197.348,11
6,10,1.0,56,1:39.094,196.613,11
14,11,0.0,56,1:38.992,196.815,11
12,12,0.0,56,1:38.216,198.370,11
8,13,0.0,56,1:38.653,197.492,11
13,14,0.0,56,1:38.422,197.955,11
16,15,0.0,56,1:37.665,199.490,11
18,16,0.0,55,1:41.759,191.464,12
19,17,0.0,54,1:42.033,190.949,13
15,\N,0.0,34,1:39.607,195.600,10
9,\N,0.0,29,1:40.651,193.571,5
20,\N,0.0,0,\N,\N,132
1,1,25.0,66,1:29.109,188.061,1
2,2,18.0,66,1:28.270,189.849,1
3,3,15.0,66,1:30.737,184.687,1
4,4,12.0,66,1:30.711,184.740,1
7,5,10.0,66,1:29.931,186.342,1
9,6,8.0,66,1:30.374,185.429,1
10,7,6.0,65,1:31.124,183.903,11
11,8,4.0,65,1:31.945,182.261,11
5,9,2.0,65,1:31.156,183.838,11
8,10,1.0,65,1:31.887,182.376,11
6,11,0.0,65,1:31.896,182.358,11
15,12,0.0,65,1:31.928,182.294,11
18,13,0.0,65,1:31.932,182.286,11
16,14,0.0,65,1:32.222,181.713,11
17,15,0.0,65,1:30.888,184.380,11
14,16,0.0,65,1:31.162,183.826,11
19,17,0.0,63,1:33.655,178.933,13
20,18,0.0,62,1:34.211,177.877,14
12,\N,0.0,45,1:32.912,180.364,3
13,\N,0.0,26,1:33.387,179.446,23
2,1,25.0,78,1:18.599,152.841,1
3,2,18.0,78,1:18.854,152.347,1
1,3,15.0,78,1:18.676,152.692,1
5,4,12.0,78,1:19.130,151.815,1
4,5,10.0,78,1:18.063,153.891,1
6,6,8.0,78,1:19.651,150.822,1
7,7,6.0,78,1:19.657,150.811,1
10,8,4.0,78,1:19.490,151.128,1
14,9,2.0,78,1:20.017,150.133,1
0,10,1.0,78,1:19.816,150.511,1
11,11,0.0,78,1:19.921,150.313,1
15,12,0.0,78,1:20.483,149.263,1
17,13,0.0,78,1:19.285,151.519,1
16,14,0.0,78,1:18.944,152.173,1
12,15,0.0,77,1:19.764,150.609,11
19,16,0.0,76,1:21.715,147.013,12
18,17,0.0,76,1:22.693,145.274,12
9,\N,0.0,62,1:18.873,152.310,3
13,\N,0.0,41,1:20.459,149.308,6
8,\N,0.0,5,1:22.271,146.019,23
1,1,25.0,70,1:17.472,202.648,1
2,2,18.0,70,1:17.637,202.218,1
4,3,15.0,70,1:17.922,201.478,1
3,4,12.0,70,1:16.987,203.925,1
18,5,10.0,70,1:17.105,203.613,1
15,6,8.0,70,1:17.553,202.437,1
6,7,6.0,70,1:18.385,200.288,1
7,8,4.0,69,1:18.238,200.664,11
8,9,2.0,69,1:18.048,201.153,11
5,10,1.0,69,1:17.969,201.356,11
10,11,0.0,69,1:18.889,199.008,11
11,12,0.0,69,1:18.811,199.205,11
9,13,0.0,69,1:19.060,198.578,11
12,14,0.0,69,1:18.890,199.006,11
19,15,0.0,69,1:18.616,199.699,11
14,16,0.0,68,1:19.088,198.507,12
17,17,0.0,66,1:20.707,194.525,14
16,\N,0.0,57,1:20.804,194.292,31
20,\N,0.0,54,1:18.856,199.092,31
13,\N,0.0,44,1:19.580,197.280,5
2,1,25.0,71,1:11.235,218.622,1
1,2,18.0,71,1:11.475,217.888,1
4,3,15.0,71,1:11.613,217.468,1
3,4,12.0,71,1:11.499,217.815,1
6,5,10.0,71,1:12.248,215.557,1
5,6,8.0,71,1:12.541,214.686,1
10,7,6.0,70,1:11.785,216.947,11
7,8,4.0,70,1:12.349,215.256,11
13,9,2.0,70,1:12.377,215.173,11
18,10,1.0,70,1:11.689,217.238,11
8,11,0.0,70,1:13.050,213.190,11
15,12,0.0,70,1:12.316,215.354,11
11,13,0.0,69,1:12.516,214.760,12
16,14,0.0,68,1:14.939,207.817,13
9,\N,0.0,35,1:12.881,213.685,6
12,\N,0.0,35,1:13.234,212.655,75
20,\N,0.0,8,1:52.208,138.792,31
17,\N,0.0,1,\N,\N,44
14,\N,0.0,0,\N,\N,4
19,\N,0.0,0,\N,\N,4
1,1,25.0,52,1:37.093,218.425,1
2,2,18.0,52,1:37.403,217.730,1
6,3,15.0,52,1:37.707,217.053,1
3,4,12.0,52,1:37.466,217.589,1
4,5,10.0,52,1:37.513,217.484,1
7,6,8.0,52,1:37.910,216.603,1
9,7,6.0,52,1:38.296,215.752,1
5,8,4.0,51,1:37.493,217.529,11
11,9,2.0,51,1:38.466,215.379,11
17,10,1.0,51,1:38.883,214.471,11
15,11,0.0,51,1:38.131,216.115,11
20,12,0.0,49,1:42.324,207.259,13
19,13,0.0,49,1:41.919,208.082,13
8,\N,0.0,31,1:38.697,214.875,10
10,\N,0.0,21,1:39.940,212.203,10
13,\N,0.0,3,2:20.776,150.647,20
14,\N,0.0,0,\N,\N,4
18,\N,0.0,0,\N,\N,4
12,\N,0.0,0,\N,\N,4
16,\N,0.0,0,\N,\N,6
3,1,25.0,69,1:26.772,181.759,1
7,2,18.0,69,1:26.519,182.290,1
4,3,15.0,69,1:24.821,185.939,1
9,4,12.0,69,1:27.650,179.938,1
15,5,10.0,69,1:27.311,180.637,1
1,6,8.0,69,1:25.727,183.974,1
10,7,6.0,69,1:28.080,179.059,1
2,8,4.0,69,1:25.149,185.223,1
16,9,2.0,69,1:28.535,178.139,1
17,10,1.0,69,1:28.004,179.214,1
18,11,0.0,69,1:28.268,178.678,1
8,12,0.0,69,1:26.864,181.566,1
6,13,0.0,69,1:27.058,181.161,1
14,14,0.0,69,1:27.130,181.012,1
19,15,0.0,67,1:29.868,175.497,12
20,16,0.0,65,1:29.543,176.134,14
12,\N,0.0,60,1:28.611,177.986,10
5,\N,0.0,55,1:26.954,181.378,131
13,\N,0.0,53,1:28.499,178.212,22
11,\N,0.0,41,1:28.074,179.072,33
1,1,25.0,43,1:52.504,224.120,1
